product_id,date,quantity,revenue,promotion_active
1,2022-02-26,279,193048.09,0
1,2022-02-27,194,138412.89,0
1,2022-02-28,272,193785.17,0
1,2022-03-01,362,211298.39,0
1,2022-03-02,288,207470.17,0
1,2022-03-03,267,177707.84,0
1,2022-03-04,195,122840.36,0
1,2022-03-05,194,134172.93,0
1,2022-03-06,183,121163.01,0
1,2022-03-07,304,216237.51,0
1,2022-03-08,342,204118.04,0
1,2022-03-09,388,265443.23,0
1,2022-03-10,339,201352.0,0
1,2022-03-11,359,260528.33,0
1,2022-03-12,263,189352.92,0
1,2022-03-13,193,133509.51,0
1,2022-03-14,181,129237.94,0
1,2022-03-15,402,262832.32,1
1,2022-03-16,264,158244.65,0
1,2022-03-17,303,205009.67,0
1,2022-03-18,336,213922.77,0
1,2022-03-19,218,154458.94,0
1,2022-03-20,217,157677.88,0
1,2022-03-21,366,242556.4,0
1,2022-03-22,446,304784.05,0
1,2022-03-23,331,222911.46,0
1,2022-03-24,299,201038.0,0
1,2022-03-25,366,223076.0,0
1,2022-03-26,259,153699.07,0
1,2022-03-27,137,99413.13,0
1,2022-03-28,189,132404.25,0
1,2022-03-29,329,199303.48,0
1,2022-03-30,352,226331.39,0
1,2022-03-31,398,281846.99,1
1,2022-04-01,302,211424.11,0
1,2022-04-02,203,122614.06,0
1,2022-04-03,229,161370.25,0
1,2022-04-04,302,196399.33,0
1,2022-04-05,301,213096.88,0
1,2022-04-06,304,221193.11,0
1,2022-04-07,401,288564.31,0
1,2022-04-08,327,202124.12,0
1,2022-04-09,156,106060.13,0
1,2022-04-10,238,150949.93,0
1,2022-04-11,323,224328.51,0
1,2022-04-12,434,306463.88,0
1,2022-04-13,371,237751.22,0
1,2022-04-14,318,186446.18,0
1,2022-04-15,400,245245.07,0
1,2022-04-16,253,147811.88,0
1,2022-04-17,141,91055.79,0
1,2022-04-18,397,251222.24,0
1,2022-04-19,278,186997.33,0
1,2022-04-20,391,281638.76,0
1,2022-04-21,308,190868.31,0
1,2022-04-22,358,259458.4,0
1,2022-04-23,265,163523.12,0
1,2022-04-24,154,92534.88,0
1,2022-04-25,241,152414.42,0
1,2022-04-26,339,220721.42,0
1,2022-04-27,281,165247.0,0
1,2022-04-28,280,174345.71,0
1,2022-04-29,220,139729.08,0
1,2022-04-30,208,141979.38,1
1,2022-05-01,239,141970.4,0
1,2022-05-02,384,274995.67,0
1,2022-05-03,362,250147.15,0
1,2022-05-04,271,166010.97,0
1,2022-05-05,457,290564.26,0
1,2022-05-06,290,200360.84,1
1,2022-05-07,254,180949.46,0
1,2022-05-08,174,114763.17,0
1,2022-05-09,405,250049.73,0
1,2022-05-10,157,100013.11,1
1,2022-05-11,244,153666.49,0
1,2022-05-12,270,192163.98,0
1,2022-05-13,376,246151.52,0
1,2022-05-14,246,162430.14,0
1,2022-05-15,198,118935.98,0
1,2022-05-16,409,259698.38,0
1,2022-05-17,192,139332.01,0
1,2022-05-18,369,227541.49,0
1,2022-05-19,282,170752.12,0
1,2022-05-20,272,169621.89,0
1,2022-05-21,108,78309.24,0
1,2022-05-22,247,158084.92,0
1,2022-05-23,326,202006.75,0
1,2022-05-24,328,222852.27,0
1,2022-05-25,439,273437.89,0
1,2022-05-26,412,251048.28,0
1,2022-05-27,329,203123.91,0
1,2022-05-28,98,65756.39,0
1,2022-05-29,168,109559.57,0
1,2022-05-30,328,193409.1,0
1,2022-05-31,274,186675.95,0
1,2022-06-01,359,240100.39,0
1,2022-06-02,201,144196.27,0
1,2022-06-03,248,179194.97,0
1,2022-06-04,226,137519.84,0
1,2022-06-05,222,153174.51,0
1,2022-06-06,305,212845.85,0
1,2022-06-07,320,193899.79,0
1,2022-06-08,347,228409.87,0
1,2022-06-09,377,267586.68,0
1,2022-06-10,297,189182.09,0
1,2022-06-11,276,172770.35,0
1,2022-06-12,150,106955.26,0
1,2022-06-13,314,207624.1,0
1,2022-06-14,258,185474.59,0
1,2022-06-15,331,208814.27,0
1,2022-06-16,345,227615.33,0
1,2022-06-17,391,272481.86,0
1,2022-06-18,171,118056.09,1
1,2022-06-19,183,121705.26,0
1,2022-06-20,292,204878.17,0
1,2022-06-21,366,258141.34,0
1,2022-06-22,394,237951.37,0
1,2022-06-23,286,196547.61,0
1,2022-06-24,401,265102.18,0
1,2022-06-25,264,166961.29,0
1,2022-06-26,227,145383.49,0
1,2022-06-27,367,264231.98,0
1,2022-06-28,325,218109.1,1
1,2022-06-29,481,341048.33,0
1,2022-06-30,426,305174.19,0
1,2022-07-01,352,212720.29,0
1,2022-07-02,161,110976.45,0
1,2022-07-03,303,217195.85,0
1,2022-07-04,475,304088.76,0
1,2022-07-05,348,219553.64,0
1,2022-07-06,369,264199.05,0
1,2022-07-07,168,106278.83,0
1,2022-07-08,220,142551.98,0
1,2022-07-09,209,127028.03,0
1,2022-07-10,256,162523.95,0
1,2022-07-11,305,205610.69,1
1,2022-07-12,251,181218.13,0
1,2022-07-13,348,223576.17,0
1,2022-07-14,315,210661.41,0
1,2022-07-15,326,225351.33,0
1,2022-07-16,216,131732.09,1
1,2022-07-17,228,148386.94,0
1,2022-07-18,404,261090.74,0
1,2022-07-19,148,98207.54,0
1,2022-07-20,334,240415.93,0
1,2022-07-21,300,186456.44,0
1,2022-07-22,293,177219.55,0
1,2022-07-23,218,147806.88,1
1,2022-07-24,190,129181.1,1
1,2022-07-25,270,161263.15,0
1,2022-07-26,348,214640.39,0
1,2022-07-27,250,154377.21,0
1,2022-07-28,331,211814.22,0
1,2022-07-29,333,203779.8,0
1,2022-07-30,147,104668.49,0
1,2022-07-31,300,189559.4,0
1,2022-08-01,400,248452.52,0
1,2022-08-02,206,132190.55,0
1,2022-08-03,206,148350.57,0
1,2022-08-04,283,170510.52,0
1,2022-08-05,379,264740.19,0
1,2022-08-06,221,129371.18,0
1,2022-08-07,318,197048.83,0
1,2022-08-08,360,253305.86,0
1,2022-08-09,236,146732.74,1
1,2022-08-10,324,231717.64,0
1,2022-08-11,214,141832.68,0
1,2022-08-12,353,248113.93,0
1,2022-08-13,295,200276.32,0
1,2022-08-14,292,208836.76,0
1,2022-08-15,343,202011.55,0
1,2022-08-16,167,115150.85,0
1,2022-08-17,227,145001.74,0
1,2022-08-18,355,225027.77,0
1,2022-08-19,355,231246.86,0
1,2022-08-20,144,103457.78,0
1,2022-08-21,250,147401.0,0
1,2022-08-22,222,148513.24,0
1,2022-08-23,296,175544.22,0
1,2022-08-24,334,218512.44,0
1,2022-08-25,219,153589.95,0
1,2022-08-26,293,200183.22,0
1,2022-08-27,144,85744.5,0
1,2022-08-28,274,164956.55,0
1,2022-08-29,235,155330.97,0
1,2022-08-30,305,210047.61,0
1,2022-08-31,402,283692.78,0
1,2022-09-01,387,252844.91,0
1,2022-09-02,372,218386.38,0
1,2022-09-03,230,143840.44,0
1,2022-09-04,274,193177.47,0
1,2022-09-05,315,221366.9,1
1,2022-09-06,230,137923.2,0
1,2022-09-07,352,240574.72,0
1,2022-09-08,303,190285.27,0
1,2022-09-09,329,229376.81,0
1,2022-09-10,263,176669.35,0
1,2022-09-11,237,138804.04,0
1,2022-09-12,366,255602.29,0
1,2022-09-13,323,204510.39,0
1,2022-09-14,288,193950.97,0
1,2022-09-15,161,116778.72,0
1,2022-09-16,213,146855.06,0
1,2022-09-17,145,86738.61,0
1,2022-09-18,179,110284.93,1
1,2022-09-19,253,147934.46,0
1,2022-09-20,197,134162.73,0
1,2022-09-21,243,175049.39,0
1,2022-09-22,311,220828.07,0
1,2022-09-23,268,174237.77,0
1,2022-09-24,277,181914.64,0
1,2022-09-25,298,181127.42,0
1,2022-09-26,357,226007.32,0
1,2022-09-27,281,203206.14,0
1,2022-09-28,298,206355.0,0
1,2022-09-29,246,148711.05,0
1,2022-09-30,276,182233.39,0
1,2022-10-01,193,128642.21,0
1,2022-10-02,209,125602.38,0
1,2022-10-03,360,259630.55,0
1,2022-10-04,357,236436.2,0
1,2022-10-05,392,251492.38,0
1,2022-10-06,379,247973.94,0
1,2022-10-07,261,160296.61,0
1,2022-10-08,68,45446.65,0
1,2022-10-09,186,117689.02,0
1,2022-10-10,217,154067.18,0
1,2022-10-11,353,239314.41,0
1,2022-10-12,349,245671.76,0
1,2022-10-13,369,251326.23,0
1,2022-10-14,281,199597.99,0
1,2022-10-15,248,145421.34,0
1,2022-10-16,209,144277.46,0
1,2022-10-17,269,188611.7,0
1,2022-10-18,309,192782.83,0
1,2022-10-19,324,234871.5,0
1,2022-10-20,372,245781.91,0
1,2022-10-21,236,141054.58,0
1,2022-10-22,251,158600.04,0
1,2022-10-23,229,164366.59,0
1,2022-10-24,335,198317.43,0
1,2022-10-25,350,239813.1,0
1,2022-10-26,207,139203.74,1
1,2022-10-27,387,274365.49,0
1,2022-10-28,348,203822.95,1
1,2022-10-29,203,127730.64,0
1,2022-10-30,260,168223.18,0
1,2022-10-31,395,287256.45,0
1,2022-11-01,245,170958.22,0
1,2022-11-02,313,192259.81,0
1,2022-11-03,398,247511.21,0
1,2022-11-04,410,247682.42,0
1,2022-11-05,222,149859.92,0
1,2022-11-06,256,159238.79,0
1,2022-11-07,383,235769.17,0
1,2022-11-08,312,183035.09,0
1,2022-11-09,387,251931.67,0
1,2022-11-10,303,184563.22,0
1,2022-11-11,371,261577.74,0
1,2022-11-12,261,175719.25,0
1,2022-11-13,285,185875.85,0
1,2022-11-14,358,214921.11,0
1,2022-11-15,237,154917.84,0
1,2022-11-16,305,203378.36,0
1,2022-11-17,284,184136.57,1
1,2022-11-18,391,231731.31,0
1,2022-11-19,341,212976.89,0
1,2022-11-20,205,144995.19,0
1,2022-11-21,325,194151.91,0
1,2022-11-22,289,209729.9,0
1,2022-11-23,483,330540.92,0
1,2022-11-24,325,189651.13,0
1,2022-11-25,269,170316.47,1
1,2022-11-26,230,136517.77,0
1,2022-11-27,237,161742.51,0
1,2022-11-28,257,157090.7,0
1,2022-11-29,345,236302.03,1
1,2022-11-30,275,197550.92,0
1,2022-12-01,669,474235.46,0
1,2022-12-02,526,367566.43,0
1,2022-12-03,351,246072.53,0
1,2022-12-04,409,276393.96,0
1,2022-12-05,455,268860.88,0
1,2022-12-06,511,309327.99,0
1,2022-12-07,390,271847.48,0
1,2022-12-08,439,287379.24,0
1,2022-12-09,400,290846.59,0
1,2022-12-10,396,267997.71,0
1,2022-12-11,310,181840.07,0
1,2022-12-12,513,333165.55,0
1,2022-12-13,584,376120.55,0
1,2022-12-14,578,367675.78,0
1,2022-12-15,338,232431.36,0
1,2022-12-16,690,489368.21,0
1,2022-12-17,232,155051.34,0
1,2022-12-18,305,186897.19,0
1,2022-12-19,629,378196.97,0
1,2022-12-20,570,407214.56,0
1,2022-12-21,525,343224.63,0
1,2022-12-22,464,328901.87,0
1,2022-12-23,273,182476.51,0
1,2022-12-24,362,231330.34,0
1,2022-12-25,401,252407.41,0
1,2022-12-26,371,223032.6,0
1,2022-12-27,340,201557.43,0
1,2022-12-28,467,307175.18,0
1,2022-12-29,468,289371.6,0
1,2022-12-30,616,421946.01,0
1,2022-12-31,405,263733.18,0
1,2023-01-01,287,200718.95,0
1,2023-01-02,310,185506.38,0
1,2023-01-03,355,209601.89,0
1,2023-01-04,321,230486.61,0
1,2023-01-05,261,171199.79,1
1,2023-01-06,339,240157.14,0
1,2023-01-07,252,165602.98,0
1,2023-01-08,191,112018.07,0
1,2023-01-09,357,244427.97,0
1,2023-01-10,349,225697.94,0
1,2023-01-11,287,174467.47,0
1,2023-01-12,328,220427.58,0
1,2023-01-13,463,307969.47,1
1,2023-01-14,240,163337.52,0
1,2023-01-15,252,170857.92,0
1,2023-01-16,280,189799.74,0
1,2023-01-17,350,206197.7,0
1,2023-01-18,398,277000.26,0
1,2023-01-19,314,216530.17,0
1,2023-01-20,219,148761.2,0
1,2023-01-21,188,130294.41,0
1,2023-01-22,292,175087.29,0
1,2023-01-23,314,183048.83,0
1,2023-01-24,247,168782.84,0
1,2023-01-25,222,143726.88,0
1,2023-01-26,246,145821.96,0
1,2023-01-27,292,198374.58,0
1,2023-01-28,127,89885.64,0
1,2023-01-29,200,130371.07,1
1,2023-01-30,255,163240.97,0
1,2023-01-31,230,151748.29,0
1,2023-02-01,377,258858.93,0
1,2023-02-02,370,216366.15,0
1,2023-02-03,315,225864.87,0
1,2023-02-04,251,180245.23,0
1,2023-02-05,231,143101.89,0
1,2023-02-06,269,168619.94,0
1,2023-02-07,205,137543.08,0
1,2023-02-08,359,223224.39,0
1,2023-02-09,324,220722.76,0
1,2023-02-10,322,212052.14,0
1,2023-02-11,240,148669.82,0
1,2023-02-12,189,123320.69,0
1,2023-02-13,294,198233.18,0
1,2023-02-14,337,225679.66,0
1,2023-02-15,314,192475.37,0
1,2023-02-16,360,231097.31,0
1,2023-02-17,315,194226.41,0
1,2023-02-18,268,166726.16,0
1,2023-02-19,318,189535.39,0
1,2023-02-20,278,180106.68,0
1,2023-02-21,369,261134.97,0
1,2023-02-22,285,169874.06,1
1,2023-02-23,416,275259.24,0
1,2023-02-24,443,283080.79,0
1,2023-02-25,248,149290.07,0
1,2023-02-26,234,149984.76,0
1,2023-02-27,400,290550.99,0
1,2023-02-28,408,243686.6,0
1,2023-03-01,226,134171.21,0
1,2023-03-02,372,264957.59,0
1,2023-03-03,261,165417.26,0
1,2023-03-04,201,132189.41,0
1,2023-03-05,205,135445.13,0
1,2023-03-06,382,258553.71,0
1,2023-03-07,256,173964.91,0
1,2023-03-08,252,170966.24,0
1,2023-03-09,318,187897.46,0
1,2023-03-10,451,325388.93,0
1,2023-03-11,188,124098.61,0
1,2023-03-12,264,170982.9,0
1,2023-03-13,424,295901.9,0
1,2023-03-14,254,156531.94,0
1,2023-03-15,340,239584.78,0
1,2023-03-16,388,261073.72,0
1,2023-03-17,300,210701.29,0
1,2023-03-18,252,172686.43,1
1,2023-03-19,185,117388.17,0
1,2023-03-20,276,198299.23,0
1,2023-03-21,279,180569.19,0
1,2023-03-22,228,149834.04,0
1,2023-03-23,353,249227.84,0
1,2023-03-24,336,241096.64,0
1,2023-03-25,215,152626.69,0
1,2023-03-26,290,202827.83,0
1,2023-03-27,302,193511.24,0
1,2023-03-28,321,219325.25,0
1,2023-03-29,340,238617.3,0
1,2023-03-30,348,246234.0,0
1,2023-03-31,503,348791.65,0
1,2023-04-01,222,145467.37,0
1,2023-04-02,218,129064.96,1
1,2023-04-03,270,162483.5,0
1,2023-04-04,371,239317.79,0
1,2023-04-05,341,223620.58,0
1,2023-04-06,356,218427.37,0
1,2023-04-07,284,192195.23,0
1,2023-04-08,203,147561.29,0
1,2023-04-09,233,159201.56,0
1,2023-04-10,300,179935.55,0
1,2023-04-11,310,185015.81,0
1,2023-04-12,339,246510.39,0
1,2023-04-13,289,194107.68,0
1,2023-04-14,372,239615.58,0
1,2023-04-15,345,245345.89,0
1,2023-04-16,213,136828.71,0
1,2023-04-17,259,178420.67,0
1,2023-04-18,336,219129.12,1
1,2023-04-19,327,202717.31,0
1,2023-04-20,346,212249.66,1
1,2023-04-21,263,162329.4,0
1,2023-04-22,190,125754.26,0
1,2023-04-23,235,165674.83,0
1,2023-04-24,258,162377.48,0
1,2023-04-25,336,218868.69,0
1,2023-04-26,280,194981.77,0
1,2023-04-27,184,132691.57,0
1,2023-04-28,417,269300.43,0
1,2023-04-29,184,129626.54,1
1,2023-04-30,233,157240.5,0
1,2023-05-01,402,286379.37,0
1,2023-05-02,296,194638.92,0
1,2023-05-03,351,241993.0,0
1,2023-05-04,324,192604.97,0
1,2023-05-05,346,205043.21,0
1,2023-05-06,199,124429.69,0
1,2023-05-07,300,208456.6,0
1,2023-05-08,309,184299.81,0
1,2023-05-09,310,214941.34,0
1,2023-05-10,381,242965.1,0
1,2023-05-11,430,257907.71,0
1,2023-05-12,384,253169.23,1
1,2023-05-13,297,214750.06,0
1,2023-05-14,308,212824.02,0
1,2023-05-15,463,313755.34,0
1,2023-05-16,379,233012.35,0
1,2023-05-17,326,210270.05,0
1,2023-05-18,380,234516.24,0
1,2023-05-19,351,214411.12,0
1,2023-05-20,174,121950.47,0
1,2023-05-21,282,198898.33,0
1,2023-05-22,398,258358.64,0
1,2023-05-23,286,196807.25,0
1,2023-05-24,270,178588.2,0
1,2023-05-25,376,270170.32,1
1,2023-05-26,335,230403.57,0
1,2023-05-27,235,144100.19,0
1,2023-05-28,263,173851.36,0
1,2023-05-29,391,256535.77,0
1,2023-05-30,466,330494.04,0
1,2023-05-31,385,266761.12,0
1,2023-06-01,325,200856.23,0
1,2023-06-02,341,247722.21,0
1,2023-06-03,301,184155.81,0
1,2023-06-04,219,150848.05,0
1,2023-06-05,307,213728.86,0
1,2023-06-06,266,155046.36,0
1,2023-06-07,243,146720.41,0
1,2023-06-08,267,189489.63,0
1,2023-06-09,286,196540.05,0
1,2023-06-10,139,92911.18,0
1,2023-06-11,321,187010.86,0
1,2023-06-12,291,184451.78,0
1,2023-06-13,355,231501.17,0
1,2023-06-14,286,169185.63,0
1,2023-06-15,471,315544.36,0
1,2023-06-16,473,330754.73,0
1,2023-06-17,240,142400.23,0
1,2023-06-18,303,191120.8,0
1,2023-06-19,409,268875.85,0
1,2023-06-20,390,235395.72,0
1,2023-06-21,286,175668.54,0
1,2023-06-22,334,230186.47,0
1,2023-06-23,357,229702.45,0
1,2023-06-24,268,186650.18,0
1,2023-06-25,296,188841.85,0
1,2023-06-26,323,215653.56,0
1,2023-06-27,247,144725.3,1
1,2023-06-28,263,184930.26,0
1,2023-06-29,213,153150.63,0
1,2023-06-30,356,229494.67,0
1,2023-07-01,223,155861.1,0
1,2023-07-02,260,169625.68,0
1,2023-07-03,359,234918.83,0
1,2023-07-04,319,219563.02,0
1,2023-07-05,369,222070.87,0
1,2023-07-06,269,182308.48,0
1,2023-07-07,277,171203.4,0
1,2023-07-08,198,122450.42,0
1,2023-07-09,227,157800.11,0
1,2023-07-10,454,296496.61,1
1,2023-07-11,352,225965.25,0
1,2023-07-12,267,190390.42,1
1,2023-07-13,362,240238.14,0
1,2023-07-14,351,206993.51,0
1,2023-07-15,285,206604.53,0
1,2023-07-16,197,133432.44,0
1,2023-07-17,253,183064.71,0
1,2023-07-18,513,324720.62,0
1,2023-07-19,316,195491.24,0
1,2023-07-20,308,204448.78,0
1,2023-07-21,326,223352.78,0
1,2023-07-22,250,148503.37,0
1,2023-07-23,181,130274.29,0
1,2023-07-24,342,232383.12,0
1,2023-07-25,469,310241.95,0
1,2023-07-26,275,180593.74,0
1,2023-07-27,302,210357.21,0
1,2023-07-28,343,212576.68,0
1,2023-07-29,299,196654.16,0
1,2023-07-30,205,145523.48,0
1,2023-07-31,322,208588.01,0
1,2023-08-01,382,265287.91,1
1,2023-08-02,343,245052.51,0
1,2023-08-03,296,193751.73,0
1,2023-08-04,419,267105.18,0
1,2023-08-05,268,193624.72,0
1,2023-08-06,154,107415.63,0
1,2023-08-07,361,243483.95,0
1,2023-08-08,401,264536.37,0
1,2023-08-09,334,228253.66,0
1,2023-08-10,406,289880.36,0
1,2023-08-11,318,230630.1,0
1,2023-08-12,217,154552.24,0
1,2023-08-13,218,131727.75,0
1,2023-08-14,297,211029.8,0
1,2023-08-15,362,237342.67,0
1,2023-08-16,367,249311.32,0
1,2023-08-17,345,209163.64,0
1,2023-08-18,265,154748.01,0
1,2023-08-19,231,152199.54,0
1,2023-08-20,204,144230.14,0
1,2023-08-21,390,257720.47,0
1,2023-08-22,327,229453.55,0
1,2023-08-23,212,134448.36,0
1,2023-08-24,314,190725.96,0
1,2023-08-25,418,293571.69,0
1,2023-08-26,216,136675.28,0
1,2023-08-27,224,154805.66,0
1,2023-08-28,243,171211.93,0
1,2023-08-29,436,315929.59,0
1,2023-08-30,375,236037.15,0
1,2023-08-31,294,174122.93,0
1,2023-09-01,321,225963.0,0
1,2023-09-02,270,182433.22,0
1,2023-09-03,150,91959.92,1
1,2023-09-04,359,224860.84,0
1,2023-09-05,400,271558.1,0
1,2023-09-06,397,283515.2,0
1,2023-09-07,282,182504.76,0
1,2023-09-08,361,255566.32,0
1,2023-09-09,257,153745.92,0
1,2023-09-10,242,142353.08,0
1,2023-09-11,335,236856.55,0
1,2023-09-12,380,271572.47,0
1,2023-09-13,413,257336.08,0
1,2023-09-14,314,187930.2,0
1,2023-09-15,287,177171.65,1
1,2023-09-16,250,162584.95,0
1,2023-09-17,166,103877.36,0
1,2023-09-18,406,239185.25,0
1,2023-09-19,381,254680.03,0
1,2023-09-20,414,252163.72,0
1,2023-09-21,403,236627.72,0
1,2023-09-22,306,222457.72,0
1,2023-09-23,210,147653.06,0
1,2023-09-24,248,148513.86,0
1,2023-09-25,370,260038.26,0
1,2023-09-26,397,264136.02,0
1,2023-09-27,224,144562.15,0
1,2023-09-28,303,202924.53,0
1,2023-09-29,500,336997.09,0
1,2023-09-30,191,130715.49,0
1,2023-10-01,199,126977.51,0
1,2023-10-02,354,239671.52,0
1,2023-10-03,456,299043.39,0
1,2023-10-04,395,234014.89,0
1,2023-10-05,321,188993.01,0
1,2023-10-06,197,122613.74,0
1,2023-10-07,236,144115.31,0
1,2023-10-08,144,89707.37,0
1,2023-10-09,338,197133.55,0
1,2023-10-10,353,207374.81,0
1,2023-10-11,429,285443.83,0
1,2023-10-12,312,194947.41,0
1,2023-10-13,298,200232.66,0
1,2023-10-14,237,149869.4,0
1,2023-10-15,246,168342.65,0
1,2023-10-16,429,257938.66,0
1,2023-10-17,256,164335.59,0
1,2023-10-18,222,152299.36,0
1,2023-10-19,419,302145.07,0
1,2023-10-20,315,183439.55,0
1,2023-10-21,255,173920.05,0
1,2023-10-22,217,138441.68,0
1,2023-10-23,291,187139.04,0
1,2023-10-24,332,196694.64,0
1,2023-10-25,390,264972.78,0
1,2023-10-26,342,217098.25,0
1,2023-10-27,369,261720.39,0
1,2023-10-28,285,170904.49,0
1,2023-10-29,251,151304.11,1
1,2023-10-30,301,193705.13,0
1,2023-10-31,544,320136.03,0
1,2023-11-01,320,212294.15,0
1,2023-11-02,415,292650.03,0
1,2023-11-03,446,287530.79,0
1,2023-11-04,201,140085.14,0
1,2023-11-05,194,135471.81,0
1,2023-11-06,226,150707.51,0
1,2023-11-07,306,204895.86,0
1,2023-11-08,285,172824.9,0
1,2023-11-09,461,277923.87,0
1,2023-11-10,287,168131.32,0
1,2023-11-11,227,153181.51,0
1,2023-11-12,241,151206.17,0
1,2023-11-13,305,204435.11,0
1,2023-11-14,490,295261.59,0
1,2023-11-15,323,189319.16,0
1,2023-11-16,348,204552.69,1
1,2023-11-17,385,245854.73,0
1,2023-11-18,159,113384.35,0
1,2023-11-19,231,166605.25,0
1,2023-11-20,373,262006.66,0
1,2023-11-21,421,262742.58,0
1,2023-11-22,246,155387.51,0
1,2023-11-23,250,151138.18,0
1,2023-11-24,469,329913.87,0
1,2023-11-25,262,164043.06,0
1,2023-11-26,186,134433.87,0
1,2023-11-27,295,186634.47,0
1,2023-11-28,344,231600.02,0
1,2023-11-29,278,178084.26,0
1,2023-11-30,378,251363.0,0
1,2023-12-01,632,386415.51,0
1,2023-12-02,373,246607.6,0
1,2023-12-03,332,239841.82,0
1,2023-12-04,565,400430.54,0
1,2023-12-05,726,506140.26,0
1,2023-12-06,465,330039.79,0
1,2023-12-07,630,380377.79,0
1,2023-12-08,535,378668.76,0
1,2023-12-09,405,257880.41,0
1,2023-12-10,424,270670.25,0
1,2023-12-11,459,300079.57,0
1,2023-12-12,665,461098.85,0
1,2023-12-13,501,361348.02,0
1,2023-12-14,663,472116.61,0
1,2023-12-15,515,366005.67,0
1,2023-12-16,552,395748.93,1
1,2023-12-17,391,254742.38,0
1,2023-12-18,640,385077.98,0
1,2023-12-19,656,416116.46,0
1,2023-12-20,442,318884.18,1
1,2023-12-21,464,337482.45,0
1,2023-12-22,481,281001.79,0
1,2023-12-23,441,310249.26,0
1,2023-12-24,409,283854.72,0
1,2023-12-25,475,329466.1,0
1,2023-12-26,456,297806.52,0
1,2023-12-27,562,360483.51,0
1,2023-12-28,518,309905.7,0
1,2023-12-29,480,345617.78,0
1,2023-12-30,380,237772.0,0
1,2023-12-31,423,277054.78,0
2,2022-01-01,53,25244.41,0
2,2022-01-02,56,28129.75,0
2,2022-01-03,94,54186.63,0
2,2022-01-04,69,39588.75,0
2,2022-01-05,55,29847.68,0
2,2022-01-06,77,41453.73,0
2,2022-01-07,66,37732.8,0
2,2022-01-08,59,30699.69,0
2,2022-01-09,48,26285.44,0
2,2022-01-10,83,45756.07,0
2,2022-01-11,84,44403.73,0
2,2022-01-12,102,56962.68,0
2,2022-01-13,50,24171.73,0
2,2022-01-14,79,37456.9,0
2,2022-01-15,49,24503.97,0
2,2022-01-16,56,26606.46,0
2,2022-01-17,66,31660.19,0
2,2022-01-18,98,48941.73,0
2,2022-01-19,96,54920.15,0
2,2022-01-20,69,39619.68,0
2,2022-01-21,79,40536.32,0
2,2022-01-22,78,42907.59,1
2,2022-01-23,62,33834.34,0
2,2022-01-24,67,37304.55,0
2,2022-01-25,63,30246.68,0
2,2022-01-26,97,52682.12,1
2,2022-01-27,87,45788.44,0
2,2022-01-28,78,40662.19,0
2,2022-01-29,40,18956.27,0
2,2022-01-30,40,20659.7,0
2,2022-01-31,74,40304.76,0
2,2022-02-01,88,50222.9,0
2,2022-02-02,96,48222.56,0
2,2022-02-03,106,57663.01,0
2,2022-02-04,98,50371.31,0
2,2022-02-05,41,20134.34,0
2,2022-02-06,46,21830.57,0
2,2022-02-07,57,30102.38,0
2,2022-02-08,56,26322.48,0
2,2022-02-09,62,32001.79,0
2,2022-02-10,93,49976.55,1
2,2022-02-11,41,21404.38,0
2,2022-02-12,79,39836.16,0
2,2022-02-13,59,32932.27,0
2,2022-02-14,77,38410.9,1
